13
478.733,150.017,630.226
457.758,150.007,251.044
457.186,150.000,249.932
479.454,149.992,628.816
376.196,149.975,553.284
375.980,150.000,553.179
307.722,150.008,246.001
307.076,150.000,245.190
376.242,149.987,552.067
264.297,149.978,453.277
264.037,150.000,453.059
119.633,150.004,732.677
97.465,150.020,584.910
97.452,150.000,584.630
