0.000,0.000,0.000
20.000,20.000,20.000
20.000,20.000,20.000
0.000,0.000,0.000
-20.000,20.000,20.000
-20.000,20.000,20.000
0.000,40.000,40.000
0.000,40.000,40.000
-20.000,20.000,20.000
-40.000,40.000,40.000
-40.000,40.000,40.000
-60.000,20.000,20.000
-80.000,40.000,40.000
-80.000,40.000,40.000
0.000,0.000,0.000
20.000,20.000,20.000
20.000,20.000,20.000
0.000,0.000,0.000
-20.000,20.000,20.000
-20.000,20.000,20.000
0.000,40.000,40.000
0.000,40.000,40.000
-20.000,20.000,20.000
-40.000,40.000,40.000
-40.000,40.000,40.000
-60.000,20.000,20.000
-80.000,40.000,40.000
-80.000,40.000,40.000
0.000,0.000,0.000
20.000,20.000,20.000
20.000,20.000,20.000
0.000,0.000,0.000
-20.000,20.000,20.000
-20.000,20.000,20.000
0.000,40.000,40.000
0.000,40.000,40.000
-20.000,20.000,20.000
-40.000,40.000,40.000
-40.000,40.000,40.000
-60.000,20.000,20.000
-80.000,40.000,40.000
-80.000,40.000,40.000
0.000,0.000,0.000
20.000,20.000,20.000
20.000,20.000,20.000
0.000,0.000,0.000
-20.000,20.000,20.000
-20.000,20.000,20.000
0.000,40.000,40.000
0.000,40.000,40.000
-20.000,20.000,20.000
-40.000,40.000,40.000
-40.000,40.000,40.000
-60.000,20.000,20.000
-80.000,40.000,40.000
-80.000,40.000,40.000
0.000,0.000,0.000
20.000,20.000,20.000
20.000,20.000,20.000
0.000,0.000,0.000
-20.000,20.000,20.000
-20.000,20.000,20.000
0.000,40.000,40.000
0.000,40.000,40.000
-20.000,20.000,20.000
-40.000,40.000,40.000
-40.000,40.000,40.000
-60.000,20.000,20.000
-80.000,40.000,40.000
-80.000,40.000,40.000
0.000,0.000,0.000
20.000,20.000,20.000
20.000,20.000,20.000
0.000,0.000,0.000
-20.000,20.000,20.000
-20.000,20.000,20.000
0.000,40.000,40.000
0.000,40.000,40.000
-20.000,20.000,20.000
-40.000,40.000,40.000
-40.000,40.000,40.000
-60.000,20.000,20.000
-80.000,40.000,40.000
-80.000,40.000,40.000
0.000,0.000,0.000
20.000,20.000,20.000
20.000,20.000,20.000
0.000,0.000,0.000
-20.000,20.000,20.000
-20.000,20.000,20.000
0.000,40.000,40.000
0.000,40.000,40.000
-20.000,20.000,20.000
-40.000,40.000,40.000
-40.000,40.000,40.000
-60.000,20.000,20.000
-80.000,40.000,40.000
-80.000,40.000,40.000
0.000,0.000,0.000
20.000,20.000,20.000
20.000,20.000,20.000
0.000,0.000,0.000
-20.000,20.000,20.000
-20.000,20.000,20.000
0.000,40.000,40.000
0.000,40.000,40.000
-20.000,20.000,20.000
-40.000,40.000,40.000
-40.000,40.000,40.000
-60.000,20.000,20.000
-80.000,40.000,40.000
-80.000,40.000,40.000
0.000,0.000,0.000
20.000,20.000,20.000
20.000,20.000,20.000
0.000,0.000,0.000
-20.000,20.000,20.000
-20.000,20.000,20.000
0.000,40.000,40.000
0.000,40.000,40.000
-20.000,20.000,20.000
-40.000,40.000,40.000
-40.000,40.000,40.000
-60.000,20.000,20.000
-80.000,40.000,40.000
-80.000,40.000,40.000
